"Class Nbr","Subject","Catalog","Section","Description","Capacity","Total Enrolled","Available Seats","Total Waitlisted","In Shopping Cart","Unmet Demand","Class Start Time","Class End Time","Meeting Days","Facility ID","Instructor","Start Date","End Date"
4205,"MT",57,12,"Advanced Lathes",3,2,1,0,0,0,"8:00AM","9:50AM","R","CB184L","Jacob R Weller","04/01/2019","04/26/2019"
4204,"MT",57,11,"Advanced Lathes",3,2,1,0,0,0,"1:30PM","3:20PM","W","CB184L","Jacob R Weller","04/01/2019","04/26/2019"
4206,"MT",57,13,"Advanced Lathes",3,1,2,0,0,0,"1:00PM","2:50PM","R","CB184L","Jacob R Weller","04/01/2019","04/26/2019"
3090,"MT",310,39,"Cps Om-Dini",30,0,30,0,0,0,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
3167,"MT",309,84,"Mini Baja Car Project",30,0,30,0,0,0,,,,,"Steven W Yurgartis","01/10/2019","04/26/2019"
3168,"MT",409,84,"Mini Baja Car Project",30,0,30,0,0,0,,,,,"Steven W Yurgartis","01/10/2019","04/26/2019"
3166,"MT",209,84,"Mini Baja Car Project",30,0,30,0,0,0,,,,,"Steven W Yurgartis","01/10/2019","04/26/2019"
3089,"MT",210,39,"Cps Om-Dini",30,0,30,0,0,0,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
4197,"MT",56,10,"Introduction to MasterCam",3,1,2,0,0,0,"1:30PM","3:20PM","T","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4196,"MT",56,1,"Introduction to MasterCam",15,5,10,0,0,0,"5:00PM","6:15PM","M","CB184","Jacob R Weller","02/25/2019","03/29/2019"
4198,"MT",56,11,"Introduction to MasterCam",3,1,2,0,0,0,"1:30PM","3:20PM","W","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4194,"MT",55,24,"Basic Welding Procedures",6,1,5,0,0,0,"4:00PM","5:50PM","R","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4193,"MT",55,23,"Basic Welding Procedures",6,1,5,0,0,0,"10:00AM","11:50AM","R","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4195,"MT",55,25,"Basic Welding Procedures",6,0,6,0,0,0,"1:00PM","2:50PM","F","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4202,"MT",57,1,"Advanced Lathes",15,10,5,0,0,0,"5:00PM","6:15PM","M","CB184","Jacob R Weller","04/01/2019","04/26/2019"
4201,"MT",56,14,"Introduction to MasterCam",3,1,2,0,0,0,"8:30AM","10:20AM","F","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4203,"MT",57,10,"Advanced Lathes",3,2,1,0,0,0,"1:30PM","3:20PM","T","CB184L","Jacob R Weller","04/01/2019","04/26/2019"
4199,"MT",56,12,"Introduction to MasterCam",3,2,1,0,0,0,"8:00AM","9:50AM","R","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4200,"MT",56,13,"Introduction to MasterCam",3,0,3,0,0,0,"1:00PM","2:50PM","R","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4083,"MT",51,40,"Intro to Basic Shop Skills",8,0,8,0,0,0,"6:00PM","7:50PM","T","CB184L","Jacob R Weller","02/26/2019","03/15/2019"
4080,"MT",51,25,"Intro to Basic Shop Skills",8,1,7,0,0,0,"1:30PM","3:20PM","R","CB184L","Jacob R Weller","01/28/2019","02/15/2019"
4084,"MT",51,41,"Intro to Basic Shop Skills",8,0,8,0,0,0,"6:00PM","7:50PM","W","CB184L","Jacob R Weller","02/26/2019","03/15/2019"
4078,"MT",51,23,"Intro to Basic Shop Skills",8,0,8,0,0,0,"1:30PM","3:20PM","W","CB184L","Jacob R Weller","01/28/2019","02/15/2019"
4077,"MT",51,22,"Intro to Basic Shop Skills",8,0,8,0,0,0,"1:30PM","3:20PM","T","CB184L","Jacob R Weller","01/28/2019","02/15/2019"
4079,"MT",51,24,"Intro to Basic Shop Skills",8,2,6,0,0,0,"10:00AM","11:50AM","R","CB184L","Jacob R Weller","01/28/2019","02/15/2019"
4089,"MT",51,51,"Intro to Basic Shop Skills",8,0,8,0,0,0,"6:00PM","7:50PM","W","CB184L","Jacob R Weller","03/26/2019","04/12/2019"
4088,"MT",51,50,"Intro to Basic Shop Skills",8,0,8,0,0,0,"6:00PM","7:50PM","T","CB184L","Jacob R Weller","03/26/2019","04/12/2019"
4090,"MT",51,52,"Intro to Basic Shop Skills",8,0,8,0,0,0,"6:00PM","7:50PM","R","CB184L","Jacob R Weller","03/26/2019","04/12/2019"
4085,"MT",51,42,"Intro to Basic Shop Skills",8,0,8,0,0,0,"6:00PM","7:50PM","R","CB184L","Jacob R Weller","02/26/2019","03/15/2019"
4086,"MT",51,43,"Intro to Basic Shop Skills",8,0,8,0,0,0,"6:00PM","7:50PM","F","CB184L","Jacob R Weller","02/26/2019","03/15/2019"
4087,"MT",51,5,"Intro to Basic Shop Skills",18,0,18,0,0,0,"5:00PM","5:50PM","T","CB184","Jacob R Weller","03/26/2019","04/12/2019"
4082,"MT",51,4,"Intro to Basic Shop Skills",18,0,18,0,0,0,"5:00PM","5:50PM","T","CB184","Jacob R Weller","02/26/2019","03/15/2019"
4070,"MT",51,10,"Intro to Basic Shop Skills",8,7,1,0,0,0,"6:00PM","7:50PM","T","CB184L","Jacob R Weller","01/22/2019","02/08/2019"
4074,"MT",51,2,"Intro to Basic Shop Skills",18,7,11,0,0,0,"9:00AM","9:50AM","M","CB178","Jacob R Weller","01/28/2019","02/15/2019"
4069,"MT",51,1,"Intro to Basic Shop Skills",30,12,18,0,3,0,"5:00PM","5:50PM","T","CB184","Jacob R Weller","01/22/2019","02/08/2019"
4081,"MT",51,3,"Intro to Basic Shop Skills",15,10,5,0,2,0,"9:00AM","5:00PM","Sat","CB184","Jacob R Weller","02/16/2019","02/16/2019"
4075,"MT",51,20,"Intro to Basic Shop Skills",8,2,6,0,0,0,"1:30PM","3:20PM","M","CB184L","Jacob R Weller","01/28/2019","02/15/2019"
4073,"MT",51,13,"Intro to Basic Shop Skills",8,0,8,0,0,0,"6:00PM","7:50PM","F","CB184L","Jacob R Weller","01/22/2019","02/08/2019"
4076,"MT",51,21,"Intro to Basic Shop Skills",8,2,6,0,0,0,"8:00AM","9:50AM","T","CB184L","Jacob R Weller","01/28/2019","02/15/2019"
4071,"MT",51,11,"Intro to Basic Shop Skills",8,3,5,0,0,0,"6:00PM","7:50PM","W","CB184L","Jacob R Weller","01/22/2019","02/08/2019"
4072,"MT",51,12,"Intro to Basic Shop Skills",8,2,6,0,0,0,"6:00PM","7:50PM","R","CB184L","Jacob R Weller","01/22/2019","02/08/2019"
4164,"MT",53,2,"Basic Milling Procedures",18,2,16,0,0,0,"9:00AM","9:50AM","M","CB178","Jacob R Weller","04/01/2019","04/26/2019"
4163,"MT",53,1,"Basic Milling Procedures",18,4,14,0,0,0,"3:00PM","3:50PM","M","CB184","Jacob R Weller","04/01/2019","04/26/2019"
4165,"MT",53,10,"Basic Milling Procedures",3,2,1,0,0,0,"10:00AM","11:50AM","T","CB184L","Jacob R Weller","04/01/2019","04/26/2019"
4161,"MT",52,24,"Basic Lathe Operations",3,1,2,0,0,0,"10:00AM","11:50AM","R","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4160,"MT",52,23,"Basic Lathe Operations",3,2,1,0,0,0,"2:00PM","3:50PM","W","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4162,"MT",52,25,"Basic Lathe Operations",3,0,3,0,0,0,"1:30PM","3:20PM","R","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4169,"MT",53,14,"Basic Milling Procedures",3,2,1,0,0,0,"1:30PM","3:20PM","F","CB184L","Jacob R Weller","04/01/2019","04/26/2019"
4168,"MT",53,13,"Basic Milling Procedures",3,0,3,0,0,0,"9:00AM","10:50AM","F","CB184L","Jacob R Weller","04/01/2019","04/26/2019"
4170,"MT",53,20,"Basic Milling Procedures",3,0,3,0,0,0,"1:30PM","3:20PM","M","CB184L","Jacob R Weller","04/01/2019","04/26/2019"
4166,"MT",53,11,"Basic Milling Procedures",3,0,3,0,0,0,"10:00AM","11:50AM","W","CB184L","Jacob R Weller","04/01/2019","04/26/2019"
4167,"MT",53,12,"Basic Milling Procedures",3,0,3,0,0,0,"8:00AM","9:50AM","R","CB184L","Jacob R Weller","04/01/2019","04/26/2019"
4153,"MT",52,11,"Basic Lathe Operations",3,1,2,0,0,0,"10:00AM","11:50AM","W","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4152,"MT",52,10,"Basic Lathe Operations",3,3,0,0,0,0,"10:00AM","11:50AM","T","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4154,"MT",52,12,"Basic Lathe Operations",3,0,3,0,0,0,"8:00AM","9:50AM","R","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4150,"MT",52,1,"Basic Lathe Operations",18,7,11,0,1,0,"3:00PM","3:50PM","M","CB184","Jacob R Weller","02/25/2019","03/29/2019"
4091,"MT",51,53,"Intro to Basic Shop Skills",8,0,8,0,0,0,"6:00PM","7:50PM","F","CB184L","Jacob R Weller","03/26/2019","04/12/2019"
4151,"MT",52,2,"Basic Lathe Operations",18,8,10,0,2,0,"9:00AM","9:50AM","M","CB178","Jacob R Weller","02/25/2019","03/29/2019"
4158,"MT",52,21,"Basic Lathe Operations",3,3,0,0,0,0,"8:00AM","9:50AM","T","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4157,"MT",52,20,"Basic Lathe Operations",3,0,3,0,0,0,"1:30PM","3:20PM","M","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4159,"MT",52,22,"Basic Lathe Operations",3,2,1,0,0,0,"1:30PM","3:20PM","T","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4155,"MT",52,13,"Basic Lathe Operations",3,1,2,0,0,0,"9:00AM","10:50AM","F","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
4156,"MT",52,14,"Basic Lathe Operations",3,2,1,0,0,0,"1:30PM","3:20PM","F","CB184L","Jacob R Weller","02/25/2019","03/29/2019"
3646,"MTH",580,41,"MAT Project In Math",30,14,16,0,0,0,"3:50PM","6:20PM","T","NT306","Richard C Lasselle","01/10/2019","04/26/2019"
3655,"MTH",560,41,"Common Core Math for Teachers",30,5,25,0,0,0,"3:50PM","6:20PM","R","NT206","Daniel Francis Mattoon","01/10/2019","04/26/2019"
2427,"OM",676,1,"Dev & Managing Technology",38,49,-11,0,3,14,"8:00AM","9:15AM","TR","SN212","Sandra L Fisher","01/10/2019","04/26/2019"
2393,"OM",671,1,"Supply Chain Environmental Mgt",30,12,18,0,0,0,"2:30PM","3:45PM","TR","SN104","Dennis Yu","01/07/2019","04/26/2019"
3746,"OM",680,"B1","Strategic Project Management",30,26,4,0,0,0,,,,"ONLINE","Marshall G Issen","01/10/2019","04/26/2019"
2507,"OM",680,1,"Strategic Project Management",14,10,4,0,2,0,"2:30PM","3:45PM","MW","SN104","Marshall G Issen","01/07/2019","04/26/2019"
3336,"OM",650,"B2","Op Strat & Int Competitiveness",35,25,10,0,0,0,,,,"ONLINE","Charles Allen Riley","01/10/2019","04/26/2019"
3678,"OM",650,"B1","Op Strat & Int Competitiveness",30,20,10,0,0,0,,,,"ONLINE","Charles Allen Riley","01/10/2019","04/26/2019"
3848,"OM",650,"N1","Op Strat & Int Competitiveness",30,0,30,0,0,0,,,,"ONLINE","Jon Brink","01/10/2019","04/26/2019"
4108,"OM",685,"N3","Quality Mgmt & Process Improve",30,0,30,0,0,0,,,,"ONLINE","Brian Galli","01/10/2019","04/26/2019"
4107,"OM",685,"N2","Quality Mgmt & Process Improve",30,19,11,0,0,0,,,,"ONLINE","Steven F Marsh","01/10/2019","04/26/2019"
3845,"OM",687,33,"Ind Project in Management",1,0,1,0,0,0,,,,,"Boris Jukic","01/10/2019","04/26/2019"
3827,"OM",687,22,"Ind Project in Management",1,0,1,0,0,0,,,,,"Michelle Crimi","01/10/2019","04/26/2019"
2511,"OM",685,"D1","Quality Mgmt & Process Improve",25,10,15,0,0,0,,,,"ONLINE","Bret David Kauffman","01/07/2019","04/26/2019"
3849,"OM",680,"N1","Strategic Project Management",30,24,6,0,0,0,,,,"ONLINE","Michael Bissonette","01/10/2019","04/26/2019"
3337,"OM",685,"N1","Quality Mgmt & Process Improve",30,16,14,0,1,0,,,,"ONLINE","Steven F Marsh","01/10/2019","04/26/2019"
2202,"OM",380,1,"Project Management",48,39,9,0,4,0,"2:30PM","3:45PM","TR","SN212","Golshan Madraki","01/10/2019","04/26/2019"
2937,"OM",341,2,"Supply Chain Design & Mgmt",50,49,1,0,0,0,"11:00AM","12:15PM","MW","SN214","Chen Xiang","01/10/2019","04/26/2019"
2961,"OM",380,3,"Project Management",26,28,-2,0,4,6,"2:30PM","3:45PM","MW","SN239","Seyedamirabbas Mousavian","01/10/2019","04/26/2019"
2816,"OM",380,2,"Project Management",38,20,18,0,2,0,"4:00PM","5:15PM","TR","SN177","Golshan Madraki","01/10/2019","04/26/2019"
3096,"OM",331,2,"Operations & Supply Chain Mgt",45,25,20,0,3,0,"9:30AM","10:45AM","TR","SN177","Ha Ta","01/10/2019","04/26/2019"
3170,"OM",331,1,"Operations & Supply Chain Mgt",45,39,6,0,6,0,"1:00PM","2:15PM","TR","RL244","Ha Ta","01/10/2019","04/26/2019"
2066,"OM",331,3,"Operations & Supply Chain Mgt",45,45,0,0,1,1,"1:00PM","2:15PM","MW","SN214","Chen Xiang","01/10/2019","04/26/2019"
4291,"OM",607,61,"Global Supply Chain Mgmt",30,1,29,0,1,0,,,,"ONLINE","Bret David Kauffman","01/07/2019","03/15/2019"
3333,"OM",484,1,"Advanced Project Management",20,26,-6,0,3,9,"9:30AM","10:45AM","MW","SN241","Seyedamirabbas Mousavian","01/10/2019","04/26/2019"
4292,"OM",607,62,"Global Supply Chain Mgmt",30,3,27,0,0,0,"7:00PM","8:15PM","M","ONLINE","Farzad Mahmoodi","01/07/2019","03/15/2019"
4030,"OM",451,2,"Quality Mgt & Lean Enterprise",59,42,17,0,1,0,"2:30PM","3:45PM","TR","SN214","Hilda Cecilia Martinez","01/10/2019","04/26/2019"
2474,"OM",451,1,"Quality Mgt & Lean Enterprise",45,47,-2,0,1,3,"11:00AM","12:15PM","TR","SNB10L","Hilda Cecilia Martinez","01/10/2019","04/26/2019"
3340,"OM",476,1,"Management of Technology",38,49,-11,0,1,12,"8:00AM","9:15AM","TR","SN212","Sandra L Fisher","01/10/2019","04/26/2019"
2477,"OS",657,1,"Leading Organizational Change",16,11,5,0,0,0,"9:00AM","11:45AM","F","SN212","Stephen J Sauer","01/07/2019","04/26/2019"
2487,"OS",610,2,"Strategic Planning",10,14,-4,0,0,4,"1:00PM","2:15PM","MW","CB268","Alison Mackey","01/07/2019","04/26/2019"
3338,"OS",657,"B1","Leading Organizational Change",35,23,12,0,0,0,,,,"ONLINE","Steven Maloney","01/10/2019","04/26/2019"
4314,"OS",608,12,"Org Behavior & Performance Mgt",30,1,29,0,0,0,,,,,"Floyd S Ormsbee","01/10/2019","04/26/2019"
2391,"OS",610,1,"Strategic Planning",7,17,-10,0,0,10,"11:00AM","12:15PM","MW","SN112","Alison Mackey","01/07/2019","04/26/2019"
3659,"OS",666,"B2","Negotiations/Relationship Mgmt",32,26,6,0,2,0,,,,"ONLINE","Floyd S Ormsbee","01/10/2019","04/26/2019"
4304,"OS",667,61,"Negotiations/Relationship Mgmt",2,2,0,0,1,1,"7:30PM","8:30PM","T","ONLINE","Stephen J Sauer","01/07/2019","03/15/2019"
2509,"OS",666,1,"Negotiations/Relationship Mgmt",32,18,14,0,0,0,"4:00PM","6:45PM","R","SN175","Stephen J Sauer","01/07/2019","04/26/2019"
3658,"OS",666,"B1","Negotiations/Relationship Mgmt",32,23,9,0,1,0,,,,"ONLINE","Floyd S Ormsbee","01/10/2019","04/26/2019"
3335,"OS",352,1,"Strategic Human Res Mgmt",25,25,0,0,1,1,"2:30PM","3:45PM","MW","SN169","Rohan Crichton","01/10/2019","04/26/2019"
2841,"OS",352,2,"Strategic Human Res Mgmt",25,23,2,0,3,1,"4:00PM","5:15PM","MW","SC348","Rohan Crichton","01/10/2019","04/26/2019"
2067,"OS",286,1,"Organizational Behavior I",55,58,-3,0,12,15,"9:30AM","10:45AM","TR","SN213","Floyd S Ormsbee","01/10/2019","04/26/2019"
2104,"OS",286,2,"Organizational Behavior I",76,77,-1,0,10,11,"11:00AM","12:15PM","TR","SN213","Floyd S Ormsbee","01/10/2019","04/26/2019"
3030,"OS",466,1,"Negotiations/Relationship Mgmt",32,31,1,0,1,0,"2:30PM","3:45PM","TR","SN175","Zhaleh Semnani-Azad","01/10/2019","04/26/2019"
3828,"OS",466,2,"Negotiations/Relationship Mgmt",20,9,11,0,0,0,"4:00PM","5:15PM","TR","SN129","Zhaleh Semnani-Azad","01/10/2019","04/26/2019"
2068,"OS",432,1,"Org Policy and Strategy",48,40,8,0,2,0,"9:30AM","10:45AM","MW","SN212","Tyson Mackey","01/10/2019","04/26/2019"
2105,"OS",432,2,"Org Policy and Strategy",48,48,0,0,1,1,"2:30PM","3:45PM","MW","SN177","Tyson Mackey","01/10/2019","04/26/2019"
2495,"OT",603,1,"Health through Creativity",30,17,13,0,0,0,,,,,"Lisa R Tebo","01/07/2019","05/07/2019"
2367,"OT",640,1,"Technology for HRQoL III",30,5,25,0,0,0,,,,,"Lisa R Tebo","01/07/2019","05/07/2019"
4253,"OT",563,1,"Adult Conditions & Assesment",30,17,13,0,0,0,,,,,"Brittany DiSalvo","01/10/2019","04/26/2019"
4254,"OT",583,1,"ELL1:Adult Assess & Interv Lab",30,17,13,0,0,0,,,,,"Cindy Lynn Hammecker-McLean","01/10/2019","04/26/2019"
2373,"OT",642,1,"Innovative Practitioner III",30,5,25,0,0,0,,,,,"Victoria W Priganc","01/07/2019","05/07/2019"
2517,"OT","700B",1,"Fieldwork Level I",30,6,24,0,0,0,,,,,"Cindy Lynn Hammecker-McLean","01/07/2019","05/07/2019"
2371,"OT",641,1,"Occ Therapist as Educator III",30,7,23,0,0,0,,,,,"David Schelly","01/07/2019","05/07/2019"
2491,"OT",513,1,"Basic Sci: Applied Kinesiology",30,17,13,0,0,0,,,,,"Brittany DiSalvo","01/07/2019","05/07/2019"
2363,"OT",517,1,"Foun EBP: Applied Research II",30,17,13,0,1,0,,,,,"David Schelly","01/07/2019","05/07/2019"
2489,"OT",503,1,"Neuroscience",30,17,13,0,0,0,,,,,"Damien Samways","01/07/2019","05/07/2019"
2515,"OT",507,1,"Cognition & Occ Performance",30,17,13,0,0,0,,,,,"Alisha Marie Ohl","01/07/2019","05/07/2019"
2365,"OT",527,1,"ELL4: Professional Practice",30,17,13,0,0,0,,,,,"Ashleigh Graveline","01/07/2019","05/07/2019"
2369,"OT",547,1,"Seminar D: Guided Practice",30,17,13,0,0,0,,,,,"Alisha Marie Ohl","01/07/2019","05/07/2019"
2493,"OT",523,1,"Cognition & Occ Performance",30,17,13,0,0,0,,,,,"Alisha Marie Ohl","01/07/2019","05/07/2019"
2461,"PA",605,1,"Supervised Pract - Women's Hth",40,8,32,0,0,0,,,,,"Riane Dodge","01/07/2019","05/07/2019"
2459,"PA",604,1,"Supervised Pract - Peds",40,9,31,0,0,0,,,,,"Riane Dodge","01/07/2019","05/07/2019"
2463,"PA",606,1,"Supervised Pract - Beh Health",40,9,31,0,0,0,,,,,"Riane Dodge","01/07/2019","05/07/2019"
2455,"PA",602,1,"Supervised Pract- Gen Surgery",40,9,31,0,0,0,,,,,"Riane Dodge","01/07/2019","05/07/2019"
2457,"PA",603,1,"Supervised Pract - Emerg Med",40,10,30,0,0,0,,,,,"Riane Dodge","01/07/2019","05/07/2019"
2469,"PA",610,1,"Summative Review",30,29,1,0,0,0,,,,,"Katharine Moose Matthis","01/07/2019","05/07/2019"
2471,"PA",611,1,"Master Project",30,28,2,0,0,0,,,,,"Dawn M White","01/07/2019","05/07/2019"
2465,"PA",607,1,"Supervised Pract - Elective I",40,19,21,0,0,0,,,,,"Riane Dodge","01/07/2019","05/07/2019"
2467,"PA",608,1,"Supervised Pract - Elective II",40,29,11,0,0,0,,,,,"Riane Dodge","01/07/2019","05/07/2019"
2379,"PA",510,1,"Patient Assessment I",31,30,1,0,0,0,,,,,"Dawn M White","01/07/2019","05/07/2019"
2387,"PA",507,1,"Pharmacotherapeutics I",31,30,1,0,0,0,,,,,"Ryan M Titus","01/07/2019","05/07/2019"
2389,"PA",513,1,"The Patient and the PA I",31,30,1,0,0,0,,,,,"Katharine Moose Matthis","01/07/2019","05/07/2019"
2383,"PA",501,1,"Clinical Medicine I",31,30,1,0,0,0,,,,,"Dawn M White","01/07/2019","05/07/2019"
2385,"PA",504,1,"Basic Science I",31,30,1,0,0,0,,,,,"Tushar Sirsat","01/07/2019","05/07/2019"
2451,"PA",600,1,"Supervised Pract - Amb Med",40,12,28,0,0,0,,,,,"Riane Dodge","01/07/2019","05/07/2019"
2453,"PA",601,1,"Supervised Pract - Int Med",40,10,30,0,0,0,,,,,"Riane Dodge","01/07/2019","05/07/2019"
2447,"PA",517,1,"Clinical Procedures",30,28,2,0,0,0,,,,,"Riane Dodge","01/07/2019","05/07/2019"
4100,"PA",518,1,"Laboratory and Diagnostics I",30,30,0,0,0,0,,,,,"Joan Caruso","01/10/2019","04/26/2019"
2199,"PE",101,1,"Intro to Lifetime Activities",12,7,5,0,0,0,"1:00PM","2:15PM","T","SC160","William J Bergan","01/10/2019","04/26/2019"
3598,"PH",478,41,"DR in Experimental Physics",0,0,0,0,0,0,,,,,"Joshua David Thomas","01/10/2019","04/26/2019"
3597,"PH",478,39,"DR in Experimental Physics",0,0,0,0,1,1,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
3595,"PH",478,8,"DR in Experimental Physics",0,0,0,0,0,0,,,,,"Daniel ben-Avraham","01/10/2019","04/26/2019"
3599,"PH",478,47,"DR in Experimental Physics",0,1,-1,0,0,1,,,,,"Jan Scrimgeour","01/10/2019","04/26/2019"
2380,"PH",476,11,"Directed Study Theoretical",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
2378,"PH",475,11,"Directed Study Theoretical",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
3596,"PH",478,11,"DR in Experimental Physics",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
3713,"PH",478,8,"DR in Experimental Physics",0,0,0,0,0,0,,,,,"Daniel ben-Avraham","01/10/2019","04/26/2019"
3970,"PH",479,59,"DR in Theoretical Physics",0,1,-1,0,0,1,,,,,"Dhara Trivedi","01/10/2019","04/26/2019"
3605,"PH",479,54,"DR in Theoretical Physics",0,1,-1,0,0,1,"5:00PM","6:30PM","W","SC340","Lawrence S Schulman","01/10/2019","04/26/2019"
3601,"PH",479,8,"DR in Theoretical Physics",0,0,0,0,0,0,,,,,"Daniel ben-Avraham","01/10/2019","04/26/2019"
3606,"PH",479,67,"DR in Theoretical Physics",0,0,0,0,0,0,,,,,"Maria E Gracheva","01/10/2019","04/26/2019"
3607,"PH",479,101,"DR in Theoretical Physics",0,0,0,0,0,0,,,,,"William D Jemison","01/10/2019","04/26/2019"
3714,"PH",479,8,"DR in Theoretical Physics",0,0,0,0,0,0,,,,,"Daniel ben-Avraham","01/10/2019","04/26/2019"
3603,"PH",479,39,"DR in Theoretical Physics",0,0,0,0,0,0,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
3602,"PH",479,11,"DR in Theoretical Physics",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
3736,"PH",432,1,"Quantum Physics II",0,0,0,0,0,0,,,,,,,
3966,"PH",426,1,"Intro to Biophysics",30,6,24,0,1,0,"4:00PM","5:15PM","TR","PR2001","Jan Scrimgeour","01/10/2019","04/26/2019"
2835,"PH",470,39,"Directed Study Experimental",0,0,0,0,0,0,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
2400,"PH",470,11,"Directed Study Experimental",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
3844,"PH",401,41,"Teaching Meth in Physics III",5,0,5,0,0,0,,,,,"Joshua David Thomas","01/10/2019","04/26/2019"
2974,"PH",401,39,"Teaching Meth in Physics III",0,0,0,0,0,0,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
2973,"PH",402,39,"Teaching Meth in Physics IV",0,0,0,0,0,0,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
3061,"PH",402,11,"Teaching Meth in Physics IV",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
3378,"PH",474,41,"Directed Study Theoretical",0,0,0,0,0,0,,,,,"Joshua David Thomas","01/10/2019","04/26/2019"
2376,"PH",474,11,"Directed Study Theoretical",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
3259,"PH",474,67,"Directed Study Theoretical",0,0,0,0,0,0,,,,,"Maria E Gracheva","01/10/2019","04/26/2019"
2537,"PH",474,54,"Directed Study Theoretical",0,0,0,0,0,0,,,,,"Lawrence S Schulman","01/10/2019","04/26/2019"
2352,"PH",473,11,"Directed Study Experimental",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
2402,"PH",471,11,"Directed Study Experimental",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
2586,"PH",474,8,"Directed Study Theoretical",0,0,0,0,0,0,,,,,"Daniel ben-Avraham","01/10/2019","04/26/2019"
3164,"PH",473,47,"Directed Study Experimental",0,0,0,0,1,1,,,,,"Jan Scrimgeour","01/10/2019","04/26/2019"
2388,"PH",699,8,"Thesis, Dissertation or Sp Pro",10,0,10,0,0,0,,,,,"Daniel ben-Avraham","01/10/2019","04/26/2019"
4249,"PH",684,2,"Graduate Seminar II",0,0,0,0,0,0,,,,,"Daniel ben-Avraham","01/10/2019","04/26/2019"
2374,"PH",699,11,"Thesis, Dissertation or Sp Pro",10,3,7,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
3320,"PH",699,101,"Thesis, Dissertation or Sp Pro",10,1,9,0,0,0,,,,,"William D Jemison","01/10/2019","04/26/2019"
3971,"PH",682,11,"Selected Topics in Physics II",30,1,29,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
2742,"PH",682,8,"Selected Topics in Physics II",0,0,0,0,0,0,,,,,"Daniel ben-Avraham","01/10/2019","04/26/2019"
2254,"PH",684,1,"Graduate Seminar II",30,4,26,0,0,0,"3:15PM","4:45PM","F","SN177","Maria E Gracheva","01/10/2019","04/26/2019"
3023,"PH",682,47,"Selected Topics in Physics II",0,0,0,0,0,0,,,,,"Jan Scrimgeour","01/10/2019","04/26/2019"
3851,"PH",699,65,"Thesis, Dissertation or Sp Pro",1,0,1,0,0,0,,,,,"Erik Matthew Bollt","01/10/2019","04/26/2019"
3243,"PH",699,64,"Thesis, Dissertation or Sp Pro",10,0,10,0,0,0,,,,,"Jie Sun","01/10/2019","04/26/2019"
3382,"PH",699,84,"Thesis, Dissertation or Sp Pro",3,1,2,0,0,0,,,,,"Evgeny Katz","01/10/2019","04/26/2019"
2643,"PH",699,67,"Thesis, Dissertation or Sp Pro",10,4,6,0,0,0,,,,,"Maria E Gracheva","01/10/2019","04/26/2019"
3024,"PH",699,47,"Thesis, Dissertation or Sp Pro",5,4,1,0,0,0,,,,,"Jan Scrimgeour","01/10/2019","04/26/2019"
2510,"PH",699,39,"Thesis, Dissertation or Sp Pro",10,1,9,0,0,0,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
